product_name,category,cost,selling_price
meglow fairness30g,Cosmatics,337.5,375
Soan Papdi 250g,Sweet Items,240,295
Bangaras Multani MITTI FACE PAC,Fairness Cream,225,250
BANGARAS Multani Aloe Vera Fe P,Fairness Cream,225,250
Bangaras Multani Papaya face Pa,Fairness Cream,225,250
medimix soap,Soap,180,200
medimix soap dry skin,Soap,180,200
medimix soap oily skin,Soap,180,200
aswini hair oil 200ml,Cosmatics,390,480
aswini hair oil 100ml,Cosmatics,240,300
Fogg Marco 120ml,Cosmatics,585,650
Fogg Fresh body spray Royal,Perfume,621,690
Fogg Essence120ml,Cosmatics,550,680
Fogg Fresh body spray Paradise,Perfume,621,690
Fogg Fresh body spray Blossm,Perfume,990,1100
Fogg Fresh body spray Elegance,Perfume,990,1100
Fogg Fresh body spray Spring,Perfume,990,1100
Fogg Fresh body spray Skies,Perfume,990,1100
Fogg Fresh body spray Absolute,Perfume,550,650
Fogg Fresh body spray Magnetic,Perfume,711,790
Fogg Victor 120ml,Cosmatics,585,650
Tiru salt1kg,Frozen Food,72,80
Indulekha White Soap,Soap,144,160
Indulekha 100ml,Hair Oil,920,1100
red Lion 250ml,Canned Goods,180,200
comfort ultra pure 800ml,Cleaning Supplies,524,610
Harpic powder,Chemical,63,70
Nestum Mixed Fruits 275g,Baby Food,418.5,465
Nestum Rice&Vegetables 275g,Baby Food,382.5,425
Sun Chips Tomato Tango 16g,Snack Foods,44,50
Sun Chips Mix masala 16g,Snack Foods,45,50
Sun Chips Garlic & Chilli 16g,Snack Foods,45,50
Sun Chips Tomato & Tango 38g,Snack Foods,90,100
Sun Chips Mix masala 38g,Snack Foods,90,120
Sun Chips Garlic & Chilli 38g,Snack Foods,90,100
skin whit cream,Cosmatics,463.5,515
skin whit face wash,Cosmatics,292.5,325
skin white cream,Cosmatics,711,790
Golden Pearl F/W,Fancy,351,390
Golden Pearl Daily Fac Wash75ml,Cosmatics,351,390
Cow & Gate 2  Blue 200g,Baby Food,504,615
Cow & Gate 1 Premium 200g,Baby Food,522,580
Cow & Gate 3  Step-up 200g,Baby Food,561.2,610
Cow & Gate 2  Blue 400g,Baby Food,1150,1250
Cow & Gate 1 Premium 400g,Baby Food,1150,1250
Cow & Gate 3  Step-up 400g,Baby Food,1071,1190
Cow & Gate 4 Next Steps 400g,Baby Food,1048.79,1190
Polo 27g,Sweet Items,54,60
fly catcher,Cosmatics,90,100
steela fogo breeze,Cosmatics,225,250
stella fogo floral,Cosmatics,225,250
steela fogo lemari fresh,Cosmatics,225,250
stella fogo princess,Cosmatics,225,250
stella blossom gel,Cosmatics,630,700
strella naturals fruity,Cosmatics,630,700
Anti Sumbat Shock 60g,Cleaning Supplies,54,60
autosol metal polish,Cosmatics,360,400
lem lalat cap gajah,Cosmatics,90,100
Gillette Goal Super Platinum 5+,Shaving Razor,67.5,75
SoftLove Smart Pants M-6-9kg,Baby Others,399.5,470
smart pant 08l,Baby Others,382.5,425
Soft Love Pants XL 12-17kg,Baby Others,293.25,375
softlove extra dry 36xl,Baby Others,1413,1570
softlove extra dry 36l,Baby Others,1386,1540
softlove Smini 4p,Baby Others,157.5,175
softlove extra dry 36m,Baby Others,1386,1540
MamyPoko Pants 3s,Baby Others,198,220
Rainbow 250 (80gsm colourpaper),Pen,2.7,3
Sticky Rainbow Note,Packeted Food,63,70
Classic White Soap 85g,Cosmatics,80,120
kopiko,Food Drink,4.5,5
Mi Won 100g,Packeted Items,80,70
Mi Won 50g,Packeted Food,45,50
Fortune Vegetable oil 5L,Food Oils,1676,1750
Fortune Vegetable oil 500ml,Food Oils,187,210
Fortune Vegetable oil 1L,Food Oils,384,430
Fortune Vegetable oil 2L,Food Oils,750,900
Ponds Purewhite DC Foam 50g,Cosmatics,191.67,230
happy cow regular 200g,Packeted Food,453.33,520
happy cow sadwich 200g,Packeted Food,453.33,520
happy cow cheddar 200g,Packeted Food,448.2,498
Happy Cow Cheese 120g,Milk Products,288,320
golden pearl cream,Cosmatics,380,440
golden pearl face wash 75ml,Cosmatics,342,380
golden pearl face wash,Fairness Cream,351,390
C&C Essentials Oil Con To 100ml,Cosmatics,315,350
AXE DEO Provoke 150ml,Perfume,544.39,650
baby wipes,Baby Others,252,280
Anchor butter 100g,Baby Food,211.5,235
Anchor Butter 227g,Packeted Food,445.5,495
snow net super fun,Fancy,675,750
oriental noodles 85g,Packeted Food,49.5,55
oriental noodles 85g,Packeted Food,49.5,55
oriental noodles prawn,Frozen Food,49.5,55
oriental noodles 85g,Packeted Food,49.5,55
Nescafe Classic 200g Jar,Tea Products,1278.55,1400
Nescafe Classic 100g Bottle,Tea Products,684.95,750
Nescafe Classic 50g Bottle,Tea Products,383.6,420
Maggi Jumbo Chicken Cubs 2x10g,Spices,33.8,37
Cerelac Mixed Veg 250g ,Baby Food,341.25,360
cerelac mixed fruit & milk 250g,Baby Food,331.8,350
Cerelac Red Rice&Milk 6,Baby Food,327.05,345
johnson baby bath 200ml,Baby Others,391.3,450
J&J baby Bath Mil & Rice 200ml,Baby Others,391.3,450
J&J baby Bath Mil & Rice 100ml,Baby Others,239.13,275
Sensodyne FM 100g,Toothpaste,327.27,360
Sensodyne FM 50g,Toothpaste,186.36,205
Aji No Moto 15g,Packeted Food,18,20
strepsils lemon,Chemical,187.83,216
Strepsils cool,Chemical,187.83,216
Clorox Original 500ml,Chemical,189,220
Clorox Original 1l,Cleaning Supplies,315,350
clorox 500ml lemon,Chemical,183.93,220
potato crisps - original 45g,Pringles,221.56,265
potato crisps 45g hot&spicy,Pringles,221.56,265
potato crisps 130g original,Pringles,388.77,465
potato crisps 130g sour cream&o,Pringles,388.77,465
potato crisps 130g bbq,Pringles,331.2,368
potato crisps 130g hot & spicy,Pringles,388.77,465
funfries 45g,Snack Foods,229.92,275
funfries  45g,Snack Foods,229.92,275
explore science,Stationery,340.2,378
new integrated primary science,Stationery,485.1,539
nhm Sorting,Stationery,216,240
Addition to 5,Stationery,259.2,288
numbers to 10,Stationery,345.6,384
english work book,Stationery,162,180
f i english work book,Fancy,162,180
easy abc 1,Fancy,243,270
easy abc 2,Stationery,378,420
early learners enviromental stu,Stationery,614.25,682.5
early learners enviromental - B,Stationery,614.25,682.5
comprehension composition,Stationery,400.5,445
patterns,Stationery,252,280
phonics reader 1,Fancy,279,310
phonics reader book 2,Stationery,261,290
Phonicks Reader Pelangi Prescho,Stationery,261,290
vanila wafers 2,Biscuits,1,1
vanila wafers 2,Biscuits,1,1
vanila wafers 2,Biscuits,1,1
Little Lion wafers karutha 100g,Little Lion,45,50
test1,1,100,110
Little Lion Fruit cake350g,Little Lion,224,260
Little lion Date cake 375g,Little Lion,234,280
orange wafers 100g,Biscuits,45,50
LL wafers Orange creamy 500g,Little Lion,162,180
chocolate sponge cake,Packeted Food,180,200
LL wafers choco vanila 250g,Little Lion,99,110
choco vanila wafers 400g,Biscuits,162,180
Little Lion wafers karutha 100g,Little Lion,45,50
LL wafers Karuha kolu 250g,Little Lion,99,110
LL wafers Karutha kolu 400g,Little Lion,162,180
LL Lincoln 300g,Little Lion,123,140
Golden Cow Original 110g,Little Lion,152,170
Golden Cow Original 70g,Little Lion,90,100
Golden cow Apple 110g,Little Lion,152,170
LL Choco Cookies 180g,Little Lion,149,170
LL Choco Cookies 300g,Little Lion,225,250
Golden cow Apple 70g,Little Lion,90,100
Golden Cow Banana 110g,Little Lion,152,170
LL cookie rings 220g,Little Lion,99,110
faluda wafers 250g,Biscuits,99,110
LL Ginger Cookies 65g,Little Lion,27,30
LL Ginger Cookies 175g,Little Lion,88.67,110
LL Conut Cookies 200g,Little Lion,90,100
cream cake 300g,Packeted Food,198,220
strawberry cake 300g,Packeted Food,198,220
lemon cake 300g,Packeted Food,198,220
orange cake300g,Packeted Food,198,220
LL Choco Cookies Fantacy,Little Lion,450,500
LL Vita 220g,Little Lion,90,100
vita 130g,Biscuits,44,50
choco chip 75g,Biscuits,67.5,75
vanila sponge roll 200+5g,Packeted Food,180,200
choco vita 220g,Biscuits,99,110
choco vita 130g,Biscuits,54,60
Golden cow Banana 70g,Little Lion,90,100
Mauri Baking Powder 50g,Packeted Food,58.5,65
Mauri Baking Powder 100g,Packeted Food,112.5,125
icing suger 1kg,Frozen Food,333,370
icing suger 500g,Frozen Food,180,200
Mauri Cocoa Powder 50g,Packeted Food,112.5,125
Mauri Cocoa powder 100g,Packeted Food,220.5,245
Pepsi 500ml,Food Drink,72,80
Mirinda 500ml,Food Drink,72,80
7up 500ml,Food Drink,72,80
mountan dew 500ml,Food Drink,80.18,100
Pepsi 2.25l,Soft Drinks,198,220
Mirinda 2.25l,Soft Drinks,198,220
7up 2.25l,Soft Drinks,198,220
Pepsi 2L,Soft Drinks,197.13,210
Pepsi 1l,Soft Drinks,128.83,135
Mirinda 2l,Soft Drinks,197.13,210
Mirinda 1l,Soft Drinks,128.83,135
7 up 2l,Soft Drinks,197.13,210
7 up 1l,Soft Drinks,133.83,140
Ole Cream Soda 1l,Soft Drinks,128.83,135
Ole Zingo 1000ml,Food Drink,108,120
Aquafina 500ml,Water Bottels,45,50
Mountan Dew 2l,Food Drink,197.13,210
Eye liner,Fancy,265.5,295
touch&glow facewash Revlon 50g,Fairness Cream,243,270
Diasure Diabetic vanila 200g,food powder,945,1050
protinex,Frozen Food,855,950
strawberry jelly 100g,General,67.5,75
orange jelly 100g,General,67.5,75
mango jelly 100g,General,67.5,75
Motha Mixed Fruit Jelly 100g,Jelly,76.5,85
Motha Caramel Pudding Mix 100g,Jelly,90,100
Motha Wattalappam 110g,Jelly,90,100
puddingmix 150g,General,85.5,95
pudding mix 150g,General,85.5,95
puddingmix 110,General,85.5,95
custard powder vanilla 100g,General,58.5,65
custard powder strawberry 100g,General,58.5,65
custard powder banana 100g,General,58.5,65
faludamix  250g,General,126,140
faludamix 125g,General,67.5,75
milkshakemix  215g,General,121.5,135
milkshakemix 200g,General,121.5,135
milkshakemix 200g,General,121.5,135
Motha Icing Sugar 250g,Frozen Food,102.6,114
Motha Icing Sugar500g,Frozen Food,201.24,215
cornflour 100g,General,58.5,65
Motha Gelatine 30g,Jelly,108,120
cocoapowder 50g,General,112.5,125
cocoa Powder 100g,Packeted Food,220.5,245
baking powder 50g,General,72,80
baking powder 100g,General,112.5,125
bhakthi samrani 50g,General,45,50
Rubi Family pack Onion 50g,Sweet Items,45,50
n joy cooking oil 200ml,Cooking Oil,103.5,135
Yummy Rice 200g,Packeted Food,99,110
Aquafresh watterbottle,Water Bottels,49.5,55
Aquafresh Water bottle,Water Bottels,58.5,65
Pepper Powder 25g,Packeted Food,47.7,53
Pepper Powder 50g,Packeted Food,90,100
String hop Flo White 700g,Packeted Food,81,90
String hop Flo Red 700g,Packeted Food,81,90
SpecialCurry Soya 90g,Packeted Food,49.5,55
Ulunda Flour 200g,Packeted Food,112.5,125
Maldive Fish Sambol 100g,Packeted Food,112.5,125
Salt Powder 400g,Packeted Food,36,55
Freelan mix noodles 350g,Snack Foods,112.5,125
Bunty Curry Soya 50g,Packeted Food,22.5,25
Bunty Chicken Soya 50g,Packeted Food,22.5,25
Bunty Cuttlefish Soya 50g,Packeted Food,22.5,25
Chili Powder 1kg,Packeted Food,360,400
reebonn amla shampoo 100ml,Fancy,144,160
reebonn amla conditioner 200,Fancy,261,290
reebonn aloe vera shampoo 100ml,Fancy,144,160
reebonn aloe vera shampoo 200ml,Fancy,252,280
reebonn tea tree oil shampoo100,Fancy,153,170
reebonn tea tree oil shampoo200,Fancy,265.5,295
reebonn coconut oil shampoo 100,Fancy,144,160
reebonn coconut oil shampoo 200,Fancy,252,280
re silicone 50ml,Fancy,211.5,235
re silicone 100ml,Fancy,405,450
re silicone 25ml,Fancy,112.5,125
re amla conditioner 100ml,Fancy,153,170
reebonn amla shampoo 200ml,Fancy,261,290
re aloe vera conditioner 100ml,Fancy,153,170
reebonn aloe vera conditioner,Fancy,261,290
re tea tree oil conditioner 100,Fancy,162,180
reebonn tea tree oil conditione,Fancy,265.5,295
re coconut oil conditioner 100,Fancy,153,170
reebonn coconut oil conditioner,Fancy,261,290
re hair oil 100ml,Fancy,711,790
reebonn neem lemon 120ml,Fancy,234,260
reebonn neem lemon f/w 60ml,Fancy,135,150
reebonn carrot f/w 60ml,Fancy,117,130
reebonn green apple f/w 120 ml,Fancy,225,250
reebonn green apple f/w 60ml,Fancy,126,140
reeponn papaya face wash 200ml,Fancy,207,230
reebonn aloe vera f/w 120ml,Fancy,207,230
reebonn cucumber f/w 120 ml,Fancy,207,230
reebonn cucumber f/w 60ml,Fancy,117,130
reebonn aloe vera f/w 60ml,Fancy,117,130
reebonn fairness cream 50ml,Fancy,252,280
reebonn fairness cream 25ml,Fancy,135,150
re tea tree oil hairfood cream,Fancy,256.5,285
re aloe vera hair food cream150,Fancy,256.5,285
re black henna powder 10g,Fancy,81,90
Reebonn Papaya 75g,Soap,40,49
sapumal sambrani 50g,Chemical,27.2,40
sapumal chance,Chemical,9,10
sapumal raveena,Chemical,40,50
sapumal dream flower,Chemical,45,50
sapumal pool ke rani 40g,pooja items,72,80
sapumal super extra,Chemical,18,20
sapumal magnet 2 in one,Chemical,45,50
sapumal 2 tone,Chemical,45,50
sapumal sandal rose,Chemical,27,30
sapumal jasmine flora,Chemical,18,20
Sapumal blossom,pooja items,67.5,75
HiChem Pinepal 750ml,Chemical,121.5,135
4rever tea tree fach wash 100ml,Cosmatics,198,220
4rever kohamba face wash 100ml,Cosmatics,198,220
4rever cucumber cleansing milk,Cosmatics,297.5,350
4rever aloe vera skin toner 100,Cosmatics,180,200
seaweed face wash100ml,Cosmatics,198,220
4rever kohamba skin toner 100ml,Cosmatics,180,200
4rever face pack60g,Cosmatics,207,230
4rever face scrub,Cosmatics,225,250
4rever,Cosmatics,90,100
4rever pimple pack,Cosmatics,58.5,65
4rever face mask,Cosmatics,85.5,95
gold fairness 30g,Cosmatics,585,650
4rever gold face wash 100ml,Cosmatics,261,290
cosmo fairness cream 30g,Cosmatics,204,240
4rever gold whitening body milk,Cosmatics,369,410
cosmo whiteing face wash 100ml,Cosmatics,161.5,190
cosmo soap 80g,Soap,38.25,45
4rever gold body milk,Cosmatics,238,280
pentium colour,Stationery,81,90
alpenliebe cream toffee,Sweet Items,2.7,3
Chlormint Toffee,Frozen Food,2.7,3
mentos mint rolls 675g,Sweet Items,36,40
Mentos Marbles Multi Fruit,Sweet Items,9,10
Center Fresh Stick,Sweet Items,22.5,25
Center Fruit Strawberry,Frozen Food,2.7,3
Center Shock,Frozen Food,2.7,3
Big Babol Tutti Frutti,Sweet Items,22.5,25
Center Fresh,Frozen Food,2.7,3
mentos fruit,Sweet Items,36,40
Mentos,Frozen Food,2.7,3
mentos air,Sweet Items,2.7,3
Mentos Air Chewing Gum,Frozen Food,2.7,3
alpenliebe toffee,Sweet Items,2.7,3
HappyDent White,Sweet Items,22.5,30
alpenliee orange,Sweet Items,2.7,3
Mentos Sugarfree Gum,Sweet Items,31.5,35
juzt jely 3.00,Sweet Items,2.7,3
Alpenliebe Juzt Jelly Pouch 18p,Sweet Items,45,50
alpenlibe juzt jelly,Sweet Items,2.7,3
Center Fruit Strawberry Stick,Sweet Items,22.5,25
Center fruit guava,Frozen Food,2.7,3
Lanka Soy Curry 50g,Packeted Food,22.5,25
Lanka Soy chicken 50g,Packeted Food,22.5,25
Lanka Polos Curry 90g,Packeted Food,58.5,65
Lanka Soy Cuttle fish 50g,Packeted Food,22.5,25
Lanka Soy Chilli Taste 50g,Packeted Food,22.5,25
Ten Natural Clay,Pen,45,50
Quick Soup Veg with Noodles 60g,Packeted Food,90,100
Quick Soup Chicken 60g,Packeted Food,90,100
Quick Soup Sweet Corn 60g,Packeted Food,90,100
Lanka Soy Jaffna Curry 90g,Packeted Food,54,60
Lanka Soy Regular,Packeted Food,45,50
Lanka Soy Curry 90g,Packeted Food,52.2,60
Lanka Soy Chicken 90g,Packeted Food,54,60
Lanka Cuttlefish  90g,Packeted Food,58.5,65
Lanka Devield Prawn 90g,Packeted Food,58.5,65
Lanka Muchroom  90g,Packeted Food,58.5,65
Ramba onion 15g,CBL Others,27,30
Ramba Pizza 15g,CBL Others,27,30
Ramba Chicken 15g,CBL Others,27,30
cialsuperten pen,Stationery,9,10
Choco Chips 100g,Baby Food,135,150
Choco Blobs 100g,Baby Food,135,150
Choco Grains 100g,Baby Food,135,150
choco chips,Packeted Food,540,30
choco blobs 20g,Snack Foods,27,30
choco grains,Packeted Items,27,30
touch & glow Revlon 75g,Fairness Cream,468,520
touch & glow Revlon 50g,Fairness Cream,387,430
RevlonColorCare1N NaturalBlack,Hair Oil,522,580
RevlonColorCare2N BrownBlack,Hair Oil,522,580
RevlonColorCare3N Darkest Brown,Hair Oil,522,580
RevlonColorCare3RV Burgundy,Hair Oil,522,580
Rubi Jelly Packet 20x16g,Sweet Items,50,100
Rubi Jelly Jumbo 70g,Sweet Items,18,20
Rubi Fun Snack,Sweet Items,7.45,10
Rubi Jely Joy Wood Apple 150ml,Food Drink,24,30
Rubi Jely Joy Strawbeery 150ml,Sweet Items,27,30
pudding pkt(20*24),Pudding Mix,4.5,5
Rubi Jelly Stick 35ml,Sweet Items,9,10
Rubi Pudding 80g,Sweet Items,27,30
Rubi Snacks 35g,Frozen Food,45,50
Rubi Hot snacks Party pack 50g,Sweet Items,35,50
Rubi Jely Joy Apple 150ml,Sweet Items,27,30
Rubi Jely Grapes 150ml,Sweet Items,27,30
Rubi Kara Muru 15g,Sweet Items,27,30
dog shampoo 100ml,Fancy,153,170
dog shampoo 250ml,Shampoo,165,195
david karachew 50g,General,27,30
mullata gram50g,Packeted Food,27,30
david sweet nutty peanut,Packeted Food,225,250
david mixture 50g,Food Drink,27,30
David Katu Murukku 100g,Food,45,50
David pottukadalai 100g,Food,65,75
David Roast Multa Gram 100g,Food,45,50
David Fried Chickpeas 50g,Packeted Food,27,30
David Fried Split Peas 100g,Frozen Food,45,50
Fried Split Peas 250g,Frozen Food,112.5,125
fried peanut 250g,Food Drink,105,125
david garlic murukku 50g,General,27,30
david chick peas 250g,General,105,125
ant kill,Chemical,72,80
fly bat20g,Chemical,72,80
Rat killer20g,Chemical,63,70
nilma hair oil 100ml,Fancy,144,160
50g anna coffee,Packeted Food,54,60
anna rosted currrry powder,Packeted Food,27,30
Anna masala powder 50g,Packeted Food,18.75,30
anna turmeric powder50g,Packeted Food,25,40
prevense torner 100ml,Cosmatics,337.5,375
prevense cleanser 120ml,Cosmatics,337.5,375
prevense scrub 120ml,Cosmatics,337.5,375
prevense face wash cleansing ge,Cosmatics,337.5,375
prevense day moisturiser 40ml,Cosmatics,621,690
prevense night moisturiser 40ml,Cosmatics,621,690
prevense body wash 250ml,Cosmatics,355.5,395
prevense perfumed body lotion 1,Cosmatics,337.5,375
hydro boost shampoo 250ml,Cosmatics,337.5,375
hydro boost conditioner 250ml,Cosmatics,337.5,375
prevense facial mask 120ml,Cosmatics,719.1,799
fair intense 1 30g,Cosmatics,1080,1200
fair intense2 30g,Cosmatics,1080,1200
anti frizz glose serum75ml,Cosmatics,404.1,449
NAIL POLISH REMOVER,Cosmatics,179.1,199
prevensefresh relaxing body was,Cosmatics,355.5,395
prevense fresh relaxing body w1,Cosmatics,337.5,375
prevense fach wash apricot 120m,Cosmatics,337.5,375
Ccuk lasting matt,Fancy,531,590
foundation,Fancy,531,590
Ccu makeup stick,Cosmatics,801,890
Ccuk compact powder,Cosmatics,405,450
nail polish nx-349,Cosmatics,179.1,199
nail polish nx-348,Cosmatics,179.1,199
prevense fash wash honey 120ml,Cosmatics,337.5,375
prevense fach wash strawberry,Cosmatics,337.5,375
prevense face wash grape 120ml,Cosmatics,337.5,375
prevense fach wash carrot & pum,Cosmatics,337.5,375
prevense cleansing gel 120ml,Cosmatics,337.5,375
prevense skin care men 250ml,Cosmatics,355.5,395
nail polish nx-304,Cosmatics,179.1,199
nail polish-nx-315,Cosmatics,179.1,199
nail polish nx-316,Cosmatics,179.1,199
nail polish nx-358,Cosmatics,179.1,199
nail polish-nx-322,Cosmatics,179.1,199
nail polish,Cosmatics,179.1,199
nail polish nx-363,Cosmatics,179.1,199
nail polish nx-368,Cosmatics,179.1,199
nail polish nx-369,Cosmatics,179.1,199
silm green tea 50g,Tea Products,337.5,375
Naturee 7 Herbs Henna Hairoil,Cosmatics,202.5,225
Naturee Green Apple Shampoo 200,Shampoo,315,350
Naturee Aloevera Shampo&cond200,Shampoo,315,350
Naturee Bodylotion Fairnes100ml,Cosmatics,175.5,195
Naturee Strawberry BodyLotion,Cosmatics,175.5,195
Naturee Bodylotion Milk&Ho100ml,Cosmatics,175.5,195
Naturee Face Wash Strawber100ml,Cosmatics,202.5,225
Naturee Face Wash Aloevera100ml,Cosmatics,202.5,225
Bisma apple cream biscuit 90g,Biscuits,45,50
onia,Biscuits,1,1
Bisma banana cream biscuit 90g,Biscuits,45,50
Bisma chocolate cream 90g,Biscuits,45,50
Bisma banana cream biscuit 360g,Biscuits,144,160
Bisma chocolate cream 360g,Biscuits,144,160
Bisma ceylon marie 300g,Biscuits,90,100
Bisma apple cream biscuit,Biscuits,144,160
Bisma gift biscuits Red 300g,Biscuits,187,220
maclee twenty twenty,Biscuits,18,20
bbq taste35g,Biscuits,18,20
Bisma choco milk biscuits280g,Biscuits,90,100
maclee milk shorties biscuits,Biscuits,90,100
Bisma onion pops 145g,Biscuits,90,100
Bisma nice biscuits 250g,Biscuits,90,100
Bisma chocolate beeps 60g,Biscuits,18,20
Bisma beeps vanila 60g,Biscuits,18,20
Bisma beeps vanila 280g,Biscuits,90,100
diabetea,Other Chocolates,342,380
Baygon Aerosal 300ml,Chemical,288,320
one day cup,Fancy,3.5,5
test,Food,0,0
loan,General,100,100
Turmeric Stick 1Kg,Lose Food Items,495,550
Turmeric Powder 1Kg,Lose Food Items,500,600
Eveready,Electrical,40,50
Stella Creamy Chicken 75g,Packeted Items,90,95
poodu,Lose Food Items,440,510
You & Me,Edna chocoleats,315,350
Choco Fingers 390g,Edna chocoleats,270,300
Choco  cookies 300g,Biscuits,242,275
Cocacola 750ml,Soft Drinks,95,120
Cookie Rings,Biscuits,98,110
Mustard Seed 1kg,Food,200,300
Britannia Milk Bikis 100g,Biscuits,78.26,90
Britannia Good Day 75g,Biscuits,104.35,120
Britannia Good Day Butter Cookies 75g,Biscuits,78.26,90
Britannia Little Hearts 50g,Biscuits,78.26,90
Britannia Pure Magic Chocolush 75g,Biscuits,191.3,220
Britannia Bourbon Choco Cream Biscuits 97g,Biscuits,86.95,80
Britannia Good Day Chocolate Chip Cookies 75g,Biscuits,104.35,120
Britannia Good Day Butter Cookies 231g,Biscuits,260.87,300
Britannia Good Day Cashew Cookies 75g,Biscuits,86.96,100
Britannia Good Day Cashew Cookies 231g,Biscuits,286.96,330
Britannia Good Day Choco Nut Cookies 100g,Biscuits,173.91,200
Britannia Good Day Chunkies Cookies 100g,Biscuits,304.35,350
Britannia Digestive Biscuit 250g,Biscuits,217.4,250
Britannia Nutui Choice Oats 150g,Biscuits,282.61,325
Britannia Nutri Choice Ragi 150g,Biscuits,282.61,325
Britannia Nutri Choice Heavens 100g,Biscuits,260.87,300
Bru Instant 100g,Tea Products,500,550
Cold Water 7l,Water Bottels,135,190
Khomba Original 100g,Soap,47.27,52
kopiko toffee,toffee,480,530
Dove Go Fresh 135g,Soap,175,210
Complan Milk Drink500g,Milk Powder,810,900
vivatta 1kg,Food,150,170
Anna Coffee 100g,Tea Products,102,125
Anna Roasted Rice Flour 1kg,food powder,115,135
Anna Turmeric Powder 25g,food powder,12.5,25
Necto 330ml,Food Drink,74,80
Va.henna&olive shampoo,Shampoo,265.5,295
march malloes 60g,Food,51,60
Action Chocolate 400g,food powder,1300,1430
Action Vanila 400g,food powder,1300,1430
Orange,Snack Foods,40,50
Rubi Plum Sweeto,CBL Ritzbury,43,50
Rubi jelly orange 150ml,Food Drink,24,30
peppermint,toffee,2,5
Mint super,Tissu Items,100,115
Mass Toilet Tissue 265 ,Tissu Items,60,70
Milo 60g,Milk Powder,54.55,60
Bogawan Tea Powder 1kg,Tea Products,711,800
Pedia Sure Vanila 400g,Milk Powder,1305,1450
Pedia sure Chocolate 400,Milk Powder,1305,1450
Pedia Sure Vanila Box 400g,Milk Powder,1287,1430
Pedia Sure Chocolate Box 400g,Milk Powder,1287,1430
Moring Force 2in1 Shave Gel 100ml,General,297.5,350
Morisons Lacto Lotion 100ml,General,595,700
 noodies,food powder,136,190
Choco Cup,Biscuits,32,50
smak hot&spicy mixture100g,Snack Foods,49,70
Pedigree Meat&Rice 1.2kg,dog food,659.48,700
Chocos Duet 125g,Food,209.23,240
Red Bull Energy Drink 355ml,Food Drink,354.05,420
peppermint,toffee,12,20
Maya Multi Margarine 100g,Food,72,80
Golden Cow Rusks Banana 110g,Baby Food,110,170
LL Winethe Cookies 75g,Biscuits,62,70
Chickan Bairaha Sausages 150g,Food,180,180
Goldi Beef Sausages 250g,Food,270,270
Goldi Chicken Sausages 150g,Food,200,200
Faum Fresh 500g,Food,438,438
Ginger Dilmah Tea Bag,Tea Products,170,170
Slim Feast Green Tea 50g,Tea Products,400,400
Scoo Dog Shampoo 300ml,Shampoo,280,330
Dog Soap ,Soap,142,168
Bolfo Powder 75g,Toys,272,320
LL Wafers Vanila 400g,Biscuits,165,180
LL wafers choch vanilla 400g,Biscuits,165,180
LLorange wafers400g,Biscuits-,165,180
Europe Mint Flavor 12.5g,toffee,12,20
Rubi Prawns Snacks 40g,Snack Foods,35,50
Bogawantalawa Classic 250g,Tea Products,270,290
Bogawantalawa Tea 50g,Tea Products,68,85
Bogawantalawa Tea 100g,Tea Products,110,165
4Ever Gold Body Milk 210ml ,Cosmatics,348.5,410
Maggi Daiya Chicken 79g,Food,45.7,50
Lucky Land Smileys 42g,Biscuits,14.58,20
La Land Smileys Banana 42g,Biscuits,18,20
Family Collection 250g,Biscuits,153,170
Ritzbwry Duo Choco Mint 20g,Other Chocolates,18,20
My Juicee Apple Nectar 200ml,Food Drink,43.5,55
Duo Candy 20g,toffee,13.5,20
Duo Choco,Tobacco,18,20
4792192533003,Biscuits,13.5,25
Golden Pearl Beauty Cream ,Fairness Cream,520,600
Nature Pure 1l ,Water Bottels,30,60
Black Magic 20g,Biscuits,22.5,25
Layer Cake Pinapple 480g,CBL Tiara,297.33,350
O-La  cake,CBL Tiara,8.5,10
Sarbath Powder 100g,food powder,250,290
Tic Tac Pop Corn 3.8g,toffee,18.46,20
Closeup Deep Action 40g,Toothpaste,59.09,65
Fair &Lovely Face Wash 50g,Fairness Cream,175,210
Fair &Lovely Men Face Wash 50g,Fairness Cream,195.83,235
Signal Double Pack Medium,Toothpaste,68,80
Lipton Ceylonta 200g,Tea Products,254.53,280
yaal Matches,Chemical,625,5
Barakah Dates 500g,Food,140,190
Salus Plus 1.5l ,Water Bottels,60,80
Super glu 40.00,Stationery,28,40
Smak Woodapple Nectar 200ml,Food Drink,42.5,50
Smak Apple Nectar 200ml ,Food Drink,42.5,50
Smak Apple Nectar 500ML,Food Drink,98.18,120
Smak Woodapple Nectar 500ml,Food Drink,98.18,120
Smak Garlic Bite 50g,Food,28,40
Smak Garlic Bite 200g,Food,96,140
Munchee Cheese Buttons 20g,Biscuits,18,20
Magna Fruity Jelly 10.00,Food Drink,8,10
Sone Butter Seoteh,Sweet Items,240,295
Roshan Cake 500g,CBL Others,200,240
Bigen Hair Color ,Cosmatics,255,300
Selam,Kist Other Products,100,120
Rosary Date Cake 370g,CBL Others,202,240
Ruhunu Roasted Curry Powder 500g,food powder,175,240
Ruhunu Pappadam 50g,Food,30,35
Ruhunu Cummin Seed 50g,Food,46.5,55
Ruhunu Coriander Seed 100g,Food,63.78,80
Ruhunu Sago 200g,Food,51,60
